Case Name,ID,Permalink,Summary,Case Categories,Jurisdictions,Principal Laws,Status,Reporter Info,Filing Year for Action,Core Object
"Eurowind OÜ vs. Tori parish, Land Board and Environmental Board",19045,https://climatecasechart.com/non-us-case/eurowind-ou-vs-tori-parish-land-board-and-environmental-board/,"In 2017, two wind energy developers Eurowind OÜ and Nelja Energia AS submitted an application to Sauga parish (now Tori parish) for the approval of design provisions for constructing a wind park. According to the area planning, the area under question is a peat deposit that is also suitable for wind park construction. At the time of the application, three companies held permits for extracting peat. Sauga parish denied approval of design provisions, because peat extraction was supposed to continue for decades and in the view of the parish, the wind park could only be constructed after the peat deposit is exhausted. Eurowind OÜ filed a complaint to the Tallinn Administrative Court, which rejected it as well as the District Court. 

The Supreme Court accepted the complaint and ruled that if an area has been dedicated to wind energy development by an area planning, then the administrative body (parish, Land Board or Environmental Board) must do everything reasonable to implement this when deciding upon the approval of design provisions. The Court also considered both the extraction of peat from deposits already in use and the construction of wind turbines to increase wind energy production to be in significant public interest. 

In the Court’s view, an option whereby wind energy can be produced and peat extracted simultaneously could possibly best satisfy both public interests. Both the parish and the state are obliged to actively assist finding the best solution. Although the developers and the peat extractors have the greatest responsibility in finding a suitable solution, if an agreement is not reached, administrative bodies must take action to balance the different public interests, including amending the peat extraction permits to allow the construction of the wind park. ",Suits against governments>Energy and power,Estonia>Tallinn Administrative Court|Estonia>Supreme Court,UNFCCC>Paris Agreement,decided,3/17/13,2017,Whether a wind energy developer may challenge the refusal of design provisions for a wind park.
Mihkel Undrest vs. Government of Estonia,19049,https://climatecasechart.com/non-us-case/mihkel-undrest-vs-government-of-estonia/,"In 2022, the Government of Estonia imposed a thematic maritime planning which broadly determines areas suitable for the development of wind parks and lays down the general principles and parameters for wind parks in those areas. Mihkel Undrest, a resident whose land on the coast is about 11 kilometres from where the closest wind turbines could be constructed, filed a complaint to the Tallinn Administrative Court and requested the annulment of the planning insofar as it restricts his right to enjoy his home and the right to property.

The Tallinn Administrative Court returned the complaint to the plaintiff owing to a lack of locus standi. The plaintiff appealed the decision to the Tallinn Circuit Court which rejected the appeal. 

The Supreme Court of Estonia considered the appeal and rejected it, but amended the arguments of the courts of lower instances. The Supreme Court ruled that a very broad planning such as the one in question can interfere with a person’s rights and therefore give locus standi, but the Court did not detect a breach of rights in this case. The Court also stated that for a person to claim that wind turbines breach their rights, the wind turbines must be in their immediate vicinity and that a distance of more than 10 kilometres does not amount to it. Additionally, the breach of rights must be greater than merely theoretical. ",Suits against governments>Energy and power,Estonia>Tallinn Administrative Court,Estonia>Planning Act,decided,3-22-1312,2022,Whether a person can request the annulment of a spatial planning with a very high degree of generality. 
KlimaAllianz v. FIFA,19052,https://climatecasechart.com/non-us-case/klimaallianz-v-fifa/,"In a concerted action with similar actions filed in the UK, France, Belgium and the Netherlands, Klima-Allianz, a Swiss-based coalition of 140 civil society organisations, filed a claim against FIFA claiming that FIFA’s advertising of the 2022 Football World Cup in Qatar as carbon neutral was misleading athletes, football fans and the 5 billion people expected to follow the event (which was held from November 20, 2022 until December 18, 2022 as the first ‘winter’ world cup ever). Counsel for the case are Avocat.e.s pour le climat.

The Fair Advertising Commission is a non-judicial body that examines complaints alleging violations of the Swiss Fairness Principles in Commercial Communication.

In June 2023, the Fair Advertising Commission upheld all five complaints (which were joined into one proceeding). After thorough review of the subject matter, the Commission recommended that FIFA refrain from making unsubstantiated claims in the future, particularly the claim that the 2022 FIFA World Cup in Qatar was climate or carbon-neutral. In substance, the Commission reiterated that strict standards apply when advertising carbon neutrality and that factual claims must be accurate and not misleading, which extends to environmental claims. For that matter, the Commission deferred to the International Chamber of Commerce’s Marketing and Advertising Code (Chapter D: Environmental Claims in Marketing Communications).","Suits against corporations, individuals>Corporations>Misleading advertising",Switzerland>Fair Advertising Commission,Switzerland,Decided,,2022,Whether FIFA's claims that the 2022 Football World Cup in Qatar was carbon-neutral are misleading.
Movement v. Waka Kotahi,19055,https://climatecasechart.com/non-us-case/movement-v-waka-kotahi/,"The respondent, Waka Kotahi, is New Zealand’s national transport agency. The petitioner challenged a decision by Waka Kotahi to approve a National Land Transport Programme 2021-2024 (NLTP), a three-year plan which sets out how the agency will allocate its resources. Movement argued that the approval of the plan was unlawfully inconsistent with New Zealand legislation (the Land Transport Management Act 2003 (LTMA)), as well as New Zealand’s Government Policy Statement on land transport, another regulatory instrument which is legally binding on Waka Kotahi. Movement consequently sought directions from the Court for the NLTP to be reconsidered, as well as guidance to inform the preparation of future NLTPs. The Court rejected all three of the applicant’s causes of action discussed below, and upheld the NLTP.

In the first action, Movement argued that Waka Kotahi was required to ensure that the NLTP contributed to the purposes of the LTMA, and gave effect to the GPS. Movement argued that this included an obligation to ensure that the NLTP would reduce emissions; and that the NLTP approved by Waka Kotahi failed to do so. In particular, Movement argued that this failure violated the purpose of the LTMA, which was “to contribute to an effective, efficient, and safe land transport system in the public interest”; and further, that it violated directives in the GPS to plan for “a reduction in greenhouse gas emissions … through action across all priorities, programmes and activity classes”. The Court rejected the claim that the LTMA’s purpose implied an obligation to consider “environmental benefits” or “climate change”, relying in large part on recent amendments to the statute. The Court also found that the NLTP complied with the GPS directives to support emissions reductions. The first cause of action was consequently rejected.

Secondly, Movement argued that Waka Kotahi’s decision-making was procedurally deficient. Specifically, Movement argued that the priority-setting methods used in the preparation of the NLTP failed to assess whether the overall effect of the NLTP’s investment decisions would achieve the emissions reduction target recommended by New Zealand’s Climate Change Commission (CCC). Movement argued that this was inconsistent with the GPS, which requires real-term reductions in greenhouse gas emissions. Instead, Movement argued that Waka Kotahi was required to make a quantitative assessment to determine the baseline quantum and trajectory of transport emissions; understand how different components of the land transport system would contribute to the reduction of emissions contemplated by CCC; make an “ambitious assessment” as to which reductions are required under the NLTP; assess the carbon emissions of activities in the 2021-2024 period; and ultimately, ensure that the NLTP’s contribution to emissions reductions was consistent with the magnitude of emissions reductions contemplated by the CCC. The Court found, however, that Waka Kotahi was not required under the LTMA or GPS to undertake either a baseline or predictive quantitative assessment of emissions. Instead, it cited precedent that “courts have cautioned against requiring decision-makers to carry out a quantitative analysis in the absence of express directions to do so”, and that Waka Kotahi had satisfied its legal obligations by undertaking qualitative assessments as to how the NLTP would give effect to the GPS “It was not required to ensure that all or any investment decisions supported a mathematical reduction in emissions, but rather it was required to consider the programme as a whole and balance the strategic priorities”. In this case, Waka Kotahi had relied on experts and sufficiently addressed climate change as a strategic priority.

Thirdly, Movement argued that Waka Kotahi had committed an error of law by failing to show that it had considered alternative courses of action that would meet the objectives set out in the GPS. This was because Waka Kotahi was a “funding applicant” for the purposes of the GPS, and was accordingly required to show that “they have considered alternatives and ‘how they compare’” in achieving various objectives identified in the GPS. The Court found that this obligation applied only in funding applications made by Waka Kotahi, and not in the preparation of a NLTP.",Suits against governments>Environmental assessment and permitting|Suits against governments>GHG emissions reduction and trading,New Zealand>High Court of New Zealand,New Zealand>Land Transport Management Act 2003,Decided,[2023] NZHC 342,,"Whether, in its preparation of a National Land Transport Programme (NLTP), New Zealand’s national land transport agency had lawfully complied with its procedural obligations under national legislation and high-level policy, including an alleged obligation to put in place quantitative measures for emissions."
Greenpeace Canada v. Pathways Alliance,19064,https://climatecasechart.com/non-us-case/greenpeace-canada-v-pathways-alliance/,"Greenpeace Canada submitted a complaint to the Competition Bureau of Canada in March 2023 alleging that the Pathways Alliance’s “Let’s clear the air” advertising campaign makes false and/or misleading representations to the public.

Formed in 2021, the Pathways Alliance (Pathways) is a coalition of six of Canada’s largest oil sands producers: Canadian Natural Resources Limited, Cenovus Energy, ConocoPhillips Canada, Imperial, MEG Energy, and Suncor Energy. Collectively, these six companies produce 95% of Canada’s oil sands production and are responsible for 63% of Canada’s total daily oil production.

Greenpeace Canada alleges that Pathways’ claim that they are actively reducing emissions and helping Canada achieve its climate targets are false and misleading for the following four reasons: (1) Pathways’ net zero plan fails to incorporate the lifecycle of their produce and does not account for more than 80% of their emissions meaning that their own calculations do not result in them achieving net zero; (2) Pathways members claim to be “making strides toward net zero” but at the same time are expanding their fossil fuel production; (3) Pathways has indicated that the only issues facing their carbon capture and sequestration project are related to financing and regulatory approval but the technologies themselves are speculative; and (4) the representations give the impression that Pathways is a climate leader, but individually and through industry affiliation, Pathways members have advocated, advertised, and/or spoken against climate action in Canada.

Greenpeace Canada has asked the Competition Bureau to have Pathways: (1) remove all the representations about reducing emissions, achieving net zero, cleaning air, and combatting climate change; (2) issue a public retraction of these statement; and (3) pay a fine that is the greater of $10 million or 3% of worldwide gross revenues to organizations for the rehabilitation and clean-up of oil sands production.

The Competition Bureau has not yet made a determination.","Suits against corporations, individuals>Corporations>Misleading advertising",Canada>Competition Bureau of Canada,Canada>Competition Act (Canada),pending,,2023,Whether Pathways’ “Let’s clear the air” advertising campaign violates the Canadian Competition Act by making false and/or misleading representations to the public.
Eolise v. France,19067,https://climatecasechart.com/non-us-case/eolise-v-france/,"Assessing that France was not following a trajectory that would enable it to meet its climate objectives, on October 5, 2022, Eolise submitted to the French Government ten legislative and regulatory proposals concerning renewable energies.

The Government has refused to consider this proposal (this lack of answer is administratively considered an implicit refusal).

Eolise considers that the so-called «renewable energy acceleration law», that has been subsequently approved, will not allow the development of renewable energies in France and the achievement of the planned objectives.

Eolise considers that the law does not address the concrete and indispensable measures to implement the objective to accelerate the transition to renewable energies law and has decided to sue the French government, asking the Council of State to annul the implicit refusal to consider its ten propositions. 

Plaintiff asks the Council of State to order the French State to take all useful measures in favor of the development of renewable energies to achieve the binding objectives set by the applicable laws and Treaties and, even more, to accelerate the development of these energies in the public interest, within a maximum period of six months. A financial penalty per every six months of delay has been requested.",Suits against governments>Energy and power,France>Council of State,France,Pending,,2023,Whether the French government’s failure to take further action to implement renewable energies violates the law.
"ClientEarth, Surfrider Foundation Europe, and Zero Waste France v. Danone",19069,https://climatecasechart.com/non-us-case/clientearth-surfrider-foundation-europe-and-zero-waste-france-v-danone/,"In September 2022, NGOs ClientEarth, Surfrider Foundation Europe, and Zero Waste France sent a notice of intent to sue to Danone, where they claimed that the company does not adequately address the risks related to the plastic pollution it produces. Considering the answer by Danone, as insufficient and non-satisfactory, the NGOs have decided to bring suit before the Judicial Court of Paris.

The notice of intent to sue - which was the first, and necessary, pre-trial stage – and the following summons filed before the Judicial Court of Paris, claim Danone violated the loi sur le devoir de vigilance of 2017 (Law on the duty of vigilance; incorporated in articles L. 225-102-4 and 225-102-5 of the French Commercial Code).

The law on the duty of vigilance provides that specific companies (those who employ “at least five thousand employees within the company and its direct and indirect subsidiaries, whose head office is located on French territory, or that has at least ten thousand employees in its service and in its direct or indirect subsidiaries, whose head office is located on French territory or abroad”) must establish a plan to prevent the violation of human rights and environmental damage that may occur in the course of their business. The plan must “include reasonable vigilance measures to identify risks and prevent serious violations of human rights and fundamental freedoms, the health and safety of individuals and the environment, resulting from the activities of the company and those of the companies it controls (...) as well as from the activities of subcontractors or suppliers with whom there is an established business relationship, when these activities are related to that relationship.” If the plan is not correctly drafted or is inadequate to measure and prevent these risks, the company is liable for the damages that it might have prevented. Anyone with a legitimate interest can also ask for injunctive relief to force the company to comply with the law, a groundbreaking preventative mechanism for French legal proceedings.

NGOs claim that the company, that is amongst the top 10 biggest plastic polluters worldwide, uses far too much plastic and has never adopted adequate measures to address the harm related to its use of plastics. Plastics are present throughout its supply chain, with a huge amount used to package its products, including water bottles and yoghurt pots.

The NGOs claim an injunction to force the company to: 
1.	Map the impacts its use of plastics has on the environment, climate, health and human rights from production to end-of-life. 
2.	Provide a complete assessment of its plastic footprint, including plastics used in producing the products it sells, plastics used in logistics and promotions and plastic packaging.
3.	On the basis of this assessment, put together a ‘deplastification’ plan with quantified and dated objectives and act on it. ","Suits against corporations, individuals>Corporations>Pollution",France>Judicial Court of Paris,France>French Civil Code>Articles on Préjudice écologique (Articles 1246-1252)|France>French Commercial Code>Article L. 225-102-4|France>French Commercial Code>Article L. 225-102-5,pending,,2023,Whether the company Danone adequately addresses the risks related to the plastic pollution it produces.
Possible v. Secretary of State for Transport; and GALBA v. SST (challenges to government’s ‘Jet Zero strategy’ for decarbonising aviation),19072,https://climatecasechart.com/non-us-case/possible-v-secretary-of-state-for-transport-and-galba-v-sst-challenges-to-governments-jet-zero-strategy-for-decarbonising-aviation/,"In October 2022, climate charity Possible as well as Group for Action on Leeds Bradford Airport (GALBA) filed separate claims for judicial review in the High Court for England and Wales against the Secretary of State for Transport (SoS Transport), challenging the UK government’s “Jet Zero” strategy. The “Jet Zero” strategy is the UK’s strategy to decarbonise the aviation sector to achieve net zero in aviation by 2050.

The strategy is alleged to:
-	breach the UK’s Climate Change Act 2008 since the SoS Transport did not ensure that it would enable the UK’s carbon budgets to be met, which would result in a failure to deliver net zero
-	breach public law principles, because the SoS Transport a) departed from advice given by the Climate Change Committee (the UK’s statutory advisory body on climate change) on reducing demand without giving lawful reasons, b) did not lawfully consult on the strategy, c) failed to take into account emissions other than CO2 caused by flights.

GALBA makes an additional argument on the effects of the strategy on local planning applications for airports.

It was announced in March 2023 that the two cases will proceed to a joint hearing.",Suits against governments>GHG emissions reduction and trading>Other,United Kingdom>England and Wales>High Court of Justice,United Kingdom>Climate Change Act 2008,pending,,2022,Whether the government’s “Jet Zero” strategy breaches the Climate Change Act or public law principles.
R (Coal Action Network) v. Welsh Ministers and Coal Authority,19074,https://climatecasechart.com/non-us-case/can-coal-action-network-v-coal-authority-and-welsh-ministers/,"In 2020, private company Energybuild Ltd applied to the UK Coal Authority to deconditionalise the remaining conditional part of a coal mine licence, relating to a site in Aberpergwm, Wales. The purpose of the application was to expand mining operations. Emissions relating to the proposed expansion were estimated at approximately 100 million tonnes of CO2 from combustion of the coal and 1.17 million tonnes of methane gas, until the license expires in 2039. 
In January 2022, the Coal Authority approved the application, resulting in a public law challenge by Coal Action Network, a group that aims to end coal use within the UK. The challenge was heard by the High Court in March 2023. In May 2023 the claim was dismissed.
The judge dismissed ground 1. Whilst Welsh Ministers now have the power to approve or decline authorisations for coal mining in Wales, that power was not applicable. The licence in question was granted before the power came into force, and there was a presumption against legislation having retrospective effect which was applied here.
The judge dismissed ground 2, which alleged the Coal Authority had interpreted its statutory powers too narrowly and, as a result, ignored relevant considerations concerning climate policy and climate impacts. The matters relied on by the claimant were not material to the Coal Authority’s task, which was to determine whether the conditions precedent in the conditional licenses had been fulfilled. The Coal Policy Statement, relied on by the claimant, only expresses what the Welsh Ministers’ intend to do, or not do, in future with respect to coal extraction. The statement was not relevant to the Coal Authority’s limited task of determining whether the conditions precedent were satisfied. Nor were the adverse climate change impacts, and the effect on the Welsh Ministers’ ability to meet their climate change targets, relevant to whether the conditions precedent were satisfied.
Coal Action Network appealed the ground 1 findings, relating to the powers of the Welsh Ministers. The grounds of appeal focussed on whether the legislation had retrospective effect, and on the scope of the mining company’s property rights under the European Convention on Human Rights. The Court of Appeal held, however, that these matters did not arise. The legislation, properly interpreted, did not grant functions on the Welsh Ministers in relation to licences granted prior to the relevant devolution legislation, enacted in 2018. In reaching this conclusion the Court of Appeal saw no proper basis for inferring that the meaning of the devolution legislation was affected by the background against which it was enacted of increased national and international recognition of the importance of efforts to address climate change. There were no legitimate aids to statutory interpretation which indicated that the extent of the devolution powers conferred were to be judged by reference to the national or international context in this way (judgments paragraphs 27, 34 and 47).
It is not known whether Coal Action Network intend to apply to the Supreme Court for permission to appeal.",Suits against governments>Environmental assessment and permitting>Natural resource extraction,United Kingdom>England and Wales>Court of Appeal,United Kingdom>Coal Industry Act 1994|United Kingdom>Wales Act 2017,pending,,2022,"Whether the Coal Authority, when granting an application to deconditionalise a coal licence, had misunderstood its powers, and whether the Welsh Ministers had any powers, under devolution legislation, in respect of that application."
"Friends of the Earth v. Secretary of State for Levelling Up, Housing and Communities; and South Lakeland Action on Climate Change v. SSLUHC (Whitehaven coalmine)",19078,https://climatecasechart.com/non-us-case/friends-of-the-earth-v-secretary-of-state-for-levelling-up-housing-and-communities-and-south-lakeland-action-on-climate-change-v-ssluhc-whitehaven-coalmine/,"In January 2023, the two environmental organisations Friends of the Earth (FoE) and South Lakeland Action On Climate Change (SLACC) filed public law challenges to the UK Government’s decision to grant planning permission for a new coking coal mine in the UK.
The decision to grant planning permission was made in December 2022 by the Secretary of State (SoS) for Levelling Up, Housing and Communities, on the recommendation of a planning inspector after a planning inquiry held in 2021.
FoE challenged the decision as unlawful on the following grounds:
-	The SoS’ conclusion that the mine would be a “net-zero” mine for the purpose of reaching the UK’s Sixth Carbon Budget (covering the period of 2033-37, and as established under the UK’s Climate Change Act 2008) was unlawful. International carbon offset credits, which the mining company undertook to buy to offset the mine’s residual emissions, do not count towards the UK’s carbon budgets.
-	The SoS’ failed to lawfully address the international impact of this decision, despite the evidence given on this issue by highly qualified people, like the former chair of the IPCC.
-	The SoS erred in his approach to the extent to which the coal would “substitute” for other coal in the global market or be “additional” to it, resulting in the unlawful conclusion that there would be no net emissions increase because of the mine. 
-	FoE also reserved the right to argue a point on the SoS’ approach to downstream emissions, depending on the UK Supreme Court’s decision in R (Finch) v Surrey County Council & ors,  which was heard in June 2023. 
SLACC challenged the decision as unlawful on the following grounds:
-	The SoS failed to deal with the principal issue of whether or not there would be perfect substitution, which would determine the extent of the climate impact of the mine.
-	The SoS failed to deal with the principal issue of the international impact of granting planning consent.
-	The SoS incorrectly determined whether downstream emissions are indirect significant environmental effects of the mine.
-	The SoS applied a different threshold to the opposing parties’ evidence and arguments at the planning inquiry, and imposed the unlawful burden on the claimant of disproving the mine company’s case.
In April 2023 the High Court initially refused both claimants permission to proceed to a full hearing. The claimants exercised their right for that decision to be reconsidered.
In May 2023, in the days leading up to the permission hearing, the High Court ordered a ‘rolled-up’ hearing of the two challenges. This means the applications for permission will be considered in court with the substantive hearing to follow immediately if permission is granted. At the rolled-up hearing, the judge is likely to hear argument on permission and the substance together, and give a single judgment. A three-day hearing was then set for October 2023.
However in July 2023 the High Court vacated the October hearing and stayed the challenges pending the judgment of the Supreme Court in R(on the application of Finch on behalf of the Weald Action Group) v Surrey County Council and others (UKSC 2022/0064).
In October 2023 the High Court heard and rejected a disclosure application by Friends of the Earth. The document sought was the advice received by the SoS, from his officials, on whether to grant or refuse planning permission for the mine. In February 2024 the Court of Appeal refused Friends of the Earth permission to appeal against this disclosure decision.
The rolled-up hearing has not been fixed yet, given the Supreme Court is yet to give judgment in the Finch appeal. The hearing is expected to take place at some stage during 2024.",Suits against governments>Environmental assessment and permitting>Natural resource extraction,United Kingdom>England and Wales>High Court of Justice,United Kingdom>Climate Change Act 2008|United Kingdom>Town and Country Planning Act 1990 (England and Wales),pending,,2023,Whether the decision to grant planning permission for a new coking coal mine was unlawful.
"Rights Community Action v. Secretary of State for Levelling Up, Housing and Communities (Action Plan for Salt Cross Garden Village)",19094,https://climatecasechart.com/non-us-case/rights-community-action-v-secretary-of-state-for-levelling-up-housing-and-communities-action-plan-for-salt-cross-garden-village/,"In April 2023, rights and climate collective Rights: Community: Action (“RCA”) issued a legal challenge to the decision of the government’s Planning Inspectors. The Planning Inspectors had reviewed the West Oxfordshire District Council’s Area Action Plan (“AAP”) for a planned new garden village in Salt Cross. The AAP included a draft policy (“Policy OS2”) which set out very detailed requirements for achieving net zero-carbon development. 

The Inspectors questioned whether the policies in the AAP relating to net zero carbon development, zero waste, green infrastructure, and protecting and enhancing environmental assets were justified by the evidence base and consistent with national policy in the form of a written ministerial statement (“the WMS”) dating from 2015. The WMS had included wording to the effect that local planning authorities should not set conditions requiring energy performance beyond level 4 of the (now defunct) Code for Sustainable Homes. They also said the standards demanded by the AAP are significantly higher than those required in the 2013 Building Regulations.

The Claimant and the Council disagreed with the Inspectors, although the  claim was brought by the Claimant only, and the Council did not appear in the hearing.

There were three substantive grounds. 
1. Whether the Inspectors had misinterpreted the WMS;
2. Whether the Inspectors had failed to deal properly with inconsistencies in their approach to the WMS when compared to the approaches taken by other Inspectors;
3. Whether there was procedural unfairness arising from the alleged failure of the Inspectors to explain their reasons for finding Policy OS2 to be unsound.

GROUND 1
With respect to ground 1 the dispute focused on the approach to be taken to the WMS in circumstances where it had not (at the date of the hearing) been formally withdrawn but had been overtaken by events. The Claimant relied on the part of the WMS that states: “[L]ocal planning authorities will continue to be able to set and apply policies in their Local Plans which require compliance with energy performance standards that exceed the energy requirements of Building Regulations until commencement of amendments to the Planning and Energy Act 2008 in the Deregulation Bill 2015.” 

The Claimant stated, correctly, that the amendments that were to be brought in by the 2015 Bill (now Act) have not been brought into effect, and the Government has now indicated that it does not intend to do so. Therefore the WMS could not be interpreted to proscribe local plan policies that exceed the Building Regulations, because the premise of the policy no longer exists. The Claimant submitted that this must be the correct interpretation because no other interpretation now makes any sense of the policy position. The Court agreed with this and found that the WMS has to be interpreted taking into account this change since the date of its drafting.  

The Court noted that amongst other inconsistencies, part of the difficulty in this case is that national policy is not defined in the statute, and can in practice be promulgated in different ways, and unfortunately can and sometimes is, contradictory. The reality here is that the Government has issued documents and statements that pull in different directions, and that has made the interpretation of “policy” a difficult task.

The Court found at para 76: In my view, the Inspectors’ interpretation neither makes sense on the words, seen in their present context, or of the mischief to which it was applying. To interpret the WMS so as to prevent or restrict the ability of the LPA to set a standard higher than Level 4 is plainly wrong in the light of subsequent events. For this reason, the Inspectors erred in law in their approach by finding that Policy 2 of the AAP was inconsistent with the WM. 

GROUND 2 
The Claimant submitted that the Inspectors Report is inconsistent with the Reports of the Inspectors in Bath and North East Somerset and Cornwall. The Court did not agree with the reasoning put forward in the Inspectors Report which stated that the different approach turned on the findings relating to the specific evidence base in the other Plans. Rather, the Court found that a proper reading of the Reports shows that there was a completely different approach to the WMS, quite separately from any different evidential findings.

GROUND 3 
The Claimant alleged that the Inspectors approach to Policy 2 was procedurally improper because they failed to explain the nature of their concerns to the Local Authority either before or during the hearing sessions. They only did so when they presented their Report, by which stage it was too late for the Local Authority or the Claimant to influence the conclusions. However, the court agreed with the SoS that the Claimant did not participate in the hearings and it was at those hearings that Policy 2 was explored. The Claimant’s failure to understand the Inspectors’ reasons, and thus alleged prejudice, arose from the fact it had not been involved in the earlier stage, not from any lack of fairness in the process. 
Overall, the Court found that, the Inspectors error in respect of the WMS infected the entirety of their analysis. If they had properly understood and applied national policy, then they might well have reached a different set of conclusions on Policy 2, whether in part or on its entirety.

In February 2024, the High Court of Justice (King's Bench Division) allowed the claim to proceed. The court allowed Ground 1. The Claimant was successful. ",Suits against governments>GHG emissions reduction and trading>Other,United Kingdom>England and Wales>High Court of Justice,United Kingdom>Planning Act 2008|United Kingdom>Energy Act 2008|United Kingdom>Planning and Compulsory Purchase Act 2004,Decided,,2023,Whether planning inspectors acted unlawfully when finding a council’s inclusion of net-zero standards in its plan for the development of a new village conflicted with national policy.
Josefina Huffington Archbold v. Office of the President and others,19103,https://climatecasechart.com/non-us-case/josefina-huffington-archbold-v-office-of-the-president-and-others/,"On November 16, 2020, citizen Josefina Huffington Archbold filed a “tutela” against the office of the President, the National Unit for Risk Management, the Ministry of Interior and the Ministry of Housing seeking the constitutional protection of their fundamental rights as well as those of the Afro-Caribbean ethnic group inhabiting the islands of Providencia and Santa Catalina. Plaintiff invoked a violation of the rights to housing, drinking water, basic sanitation, healthy environment, health, access to public information, free, prior and informed consultation and cultural identity. Claimant argued that defendants violated their fundamental rights during the planning and execution of the action plan set in motion to aid the islands after being hit, in November 2020, by hurricane Iota, which destroyed 98% of the islands.

The case was heard by a lower court judge, who denied the protection on the basis of a lack of violation. The decision was supported on reports that showed the defendants took some actions to respond to the hurricane and guarantee the fundamental rights of the islanders. Plaintiff appealed, and the Tribunal upheld this decision.

The Constitutional Court (the Court) decided to exercise its judicial review and overturned the previous decisions. The Court found that the violation of the fundamental rights of the plaintiff and the Afro-Caribbean ethnic group was substantiated, and that some of these violations continued to this day, two years after the hurricane Iota’s devastating pass through the islands. 

The Court ordered defendants to ensure the protection of the rights of islanders. The Court highlighted the differentiated impact of climate change on communities in vulnerable situations and invoked the obligations of the Colombian state in the protection of human rights affected by the climate crisis. The Court explicitly mentioned the obligations under the Paris Agreement (ratified by Colombia and included in the domestic legal framework through Law 1844 of 2017), particularly those obligations related to adaptation measures and efforts towards communities in vulnerable situations. 

Furthermore, the Court cited Resolution 3/21 (issued by the Inter-American Commission of Human Rights and REDESCA) quoting the grave risk countries in the Caribbean experience due to sea level rise and increase in hurricanes and tropical storms. The Court also mentioned the Inter-American Court of Human Rights’ Advisory Opinion 23/17 to underscore the vulnerable situation in which Caribbean communities in Colombia live and the obligation of states to guarantee the right to public participation in decision making, among other environmental human rights.

The Court found that the violation of the fundamental rights of the islanders was the result of a lack of compliance by the Colombian government of its domestic and international obligations. The Court issued specific orders to make sure the government’s response is adequate and highlighted that the comprehensive action plan to restore the islands had to consider Colombia’s obligations towards climate change mitigation and adaptation. In the Court’s reasoning, climate change is the biggest threat to the enjoyment of human rights, which extends to mitigation and adaptation measures with a special emphasis on communities in vulnerable situations due to socio-economic and geographic factors.",Suits against governments,Colombia>Constitutional Court,Colombia>Resolution 3/21|UNFCCC>Paris Agreement,decided,T-333 of 2022,2020,"Whether defendants violated their fundamental rights during the planning and execution of the action plan set in motion to aid the islands after being hit, in November 2020, by hurricane Iota."
